class_id,latitude,longitude,class_name,tree_presence,tree_cover,vegetation_height,shrub_presence,herb_presence,graminoid_proxy_ndvi_std,builtup_presence,building_presence,bareSoil_presence,bare_soil_temporal_length,waterbody_presence,artificiality,construction_use,vegetation_artificiality,elev,timber_extraction_rotation,agricultural_activity_type,residential,oilpalm_presence,rubber_presence,mangrove_presence,coffee_presence,other_species_presence
6,-3.489509661,104.5982526,Secondary Swamp Forest,0,42,0,0,0.661873252,0,0,0,0,0,28,0,11,0,16,0,0,0,0,0,,,
6,-3.222908928,104.6427277,Secondary Swamp Forest,1,20,6,0,0,0,0,0,0,0,34,0,21,0,9,15,0,0,0,0,,,
6,-3.257266301,104.6922995,Secondary Swamp Forest,1,36,9,0,0,0,0,0,0,0,19,0,11,0,9,6,0,0,0,1,,,
6,-3.252530736,104.6253328,Secondary Swamp Forest,1,20,8,0,0,0,0,0,0,0,26,0,11,0,11,12,0,0,0,1,,,
6,-3.218173362,104.6071352,Secondary Swamp Forest,1,34,9,0,0,0,0,0,0,0,36,0,11,0,6,0,0,0,0,0,,,
6,-3.588430359,104.6328642,Secondary Swamp Forest,0,43,5,0,0.872817459,0,0,0,0,0,19,0,11,0,24,0,0,0,0,1,,,
6,-3.670834547,104.543914,Secondary Swamp Forest,1,44,10,0,0,0,0,0,0,0,35,0,11,0,25,0,0,0,0,0,,,
6,-3.662201727,104.5554497,Secondary Swamp Forest,1,37,11,0,0,0,0,0,0,0,33,0,11,0,19,0,0,0,0,0,,,
6,-3.661657717,104.5527609,Secondary Swamp Forest,0,37,0,0,0.366260658,1,0,0,0,0,10,0,11,0,17,0,0,0,0,0,,,
6,-3.659985554,104.5406009,Secondary Swamp Forest,0,31,0,0,0.68979385,0,0,0,0,0,16,0,11,0,19,0,0,0,0,0,,,
6,-3.663004365,104.5502103,Secondary Swamp Forest,0,38,5,0,0.602931093,0,0,0,0,0,23,0,11,0,18,0,0,0,0,0,,,
6,-3.66287951,104.5535412,Secondary Swamp Forest,0,33,0,0,0.599141047,1,0,0,0,0,32,0,11,0,17,0,0,0,0,0,,,
6,-3.662389009,104.5557975,Secondary Swamp Forest,1,44,12,0,0,0,0,0,0,0,31,0,11,0,19,0,0,0,0,0,,,
6,-3.660493891,104.5439854,Secondary Swamp Forest,1,39,10,0,0,0,0,0,0,0,20,0,11,0,22,0,0,0,0,0,,,
6,-3.539134997,104.5494612,Secondary Swamp Forest,1,38,10,0,0,0,0,0,0,0,31,0,12,0,18,0,0,0,0,0,,,
23,-3.150118562,104.6529034,Waterbody,0,39,4,1,0,0,0,0,0,0,0,0,11,0,5,0,0,0,0,0,,,
23,-3.152753891,104.6499782,Waterbody,0,30,4,1,0,0,0,0,0,0,0,0,11,0,6,0,0,0,0,0,,,
20,-3.242595859,104.6677567,Settlement,0,14,0,0,0,0,0.9659,1,0,0,0,0,23,1,15,0,0,2,0,0,,,
20,-3.242778682,104.6664858,Settlement,0,8,0,0,0,0,0.9603,1,0,0,0,0,23,1,15,0,0,2,0,0,,,
20,-3.217486661,104.6482882,Settlement,0,12,0,0,0,0,0.9896,1,0,0,0,0,23,1,23,0,0,2,0,0,,,
20,-3.359535784,104.6265947,Settlement,0,11,0,0,0,0,0.9257,1,0,0,0,0,23,1,14,0,0,2,0,0,,,
20,-3.359896971,104.6231389,Settlement,0,13,0,0,0,0,0.9932,1,0,0,0,0,23,1,15,0,0,2,0,0,,,
20,-3.356623991,104.6116745,Settlement,0,12,0,0,0,0,0.9837,1,0,0,0,0,23,1,18,0,0,2,0,0,,,
20,-3.34814724,104.6073046,Settlement,0,9,0,0,0,0,0.9944,1,0,0,0,0,21,1,16,0,0,1,0,0,,,
20,-3.3966578,104.577063,Settlement,0,5,0,0,0,0,0.9607,1,0,0,0,0,23,1,14,0,0,2,0,0,,,
20,-3.394075981,104.5794977,Settlement,0,11,0,0,0,0,0.9081,1,0,0,0,0,23,1,18,0,0,2,0,0,,,
20,-3.396078117,104.5774242,Settlement,0,13,0,0,0,0,0.9914,1,0,0,0,0,23,1,12,0,0,2,0,0,,,
20,-3.396733605,104.5764789,Settlement,0,9,0,0,0,0,0.956,1,0,0,0,0,23,1,17,0,0,2,0,0,,,
20,-3.541641012,104.4697503,Settlement,0,12,0,0,0,0,0.97,1,0,0,0,0,13,1,17,0,0,1,0,0,,,
20,-3.665407821,104.5722382,Settlement,0,13,0,0,0,0,0.9044,1,0,0,0,0,13,1,23,0,0,1,0,0,,,
20,-3.665332016,104.5735091,Settlement,0,15,0,0,0,0,0.9409,1,0,0,0,0,13,1,25,0,0,1,0,0,,,
20,-3.664752333,104.5707445,Settlement,0,13,0,0,0,0,0.9882,1,0,0,0,0,13,1,21,0,0,1,0,0,,,
20,-3.588938697,104.5887592,Settlement,0,10,0,0,0,0,0.9068,1,0,0,0,0,13,1,26,0,0,1,0,0,,,
20,-3.590138195,104.5886165,Settlement,0,12,0,0,0,0,0.9887,1,0,0,0,0,13,1,22,0,0,1,0,0,,,
20,-3.588140517,104.5890178,Settlement,0,12,0,0,0,0,0.9186,1,0,0,0,0,13,1,24,0,0,1,0,0,,,
20,-3.502989524,104.5997866,Settlement,0,22,0,0,0,0,0.9975,1,0,0,0,0,13,1,19,0,0,1,0,0,,,
20,-3.4687793,104.638826,Settlement,0,8,0,0,0,0,0.9611,1,0,0,0,0,13,1,25,0,0,1,0,0,,,
20,-3.468654446,104.6398962,Settlement,0,11,0,0,0,0,0.9735,1,0,0,0,0,13,1,19,0,0,1,0,0,,,
20,-3.443518493,104.6713284,Settlement,0,14,0,0,0,0,0.9948,1,0,0,0,0,23,1,24,0,0,2,0,0,,,
20,-3.388305904,104.5910021,Settlement,0,9,0,0,0,0,0.9467,1,0,0,0,0,23,1,12,0,0,2,0,0,,,
20,-3.387110865,104.590962,Settlement,0,7,0,0,0,0,0.9106,1,0,0,0,0,23,1,14,0,0,2,0,0,,,
20,-3.239247074,104.7099041,Settlement,0,9,0,0,0,0,0.9358,1,0,0,0,0,21,1,11,0,0,1,0,0,,,
20,-3.211805766,104.625685,Settlement,0,12,0,0,0,0,0.9133,1,0,0,0,0,21,1,15,0,0,1,0,0,,,
20,-3.268842127,104.6852274,Settlement,1,10,6,0,0,0,0.9579,1,0,0,0,0,21,1,9,0,0,1,0,0,,,
20,-3.311167915,104.6774775,Settlement,0,11,0,0,0,0,0.9881,1,0,0,0,0,21,1,12,0,0,1,0,0,,,
20,-3.312733059,104.6752613,Settlement,0,12,0,0,0,0,0.9218,1,0,0,0,0,21,1,14,0,0,1,0,0,,,
20,-3.312982769,104.673821,Settlement,0,14,0,0,0,0,0.9836,1,0,0,0,0,21,1,15,0,0,1,0,0,,,
20,-3.350853914,104.7865025,Settlement,0,10,0,0,0,0,0.9673,1,0,0,0,0,23,1,14,0,0,2,0,0,,,
20,-3.350202885,104.7847902,Settlement,0,10,0,0,0,1,0.9533,1,0,0,0,0,23,1,13,0,0,2,0,0,,,
20,-3.460917905,104.5102969,Settlement,0,15,0,0,0,0,0.9054,1,0,0,0,0,13,1,26,0,0,1,0,0,,,
20,-3.461136401,104.5096369,Settlement,0,19,0,0,0,0,0.9614,1,0,0,0,0,13,1,25,0,0,1,0,0,,,
20,-3.467468325,104.5084731,Settlement,0,12,0,0,0,0,0.9079,1,0,0,0,0,13,1,27,0,0,1,0,0,,,
20,-3.417570984,104.5330026,Settlement,0,11,0,0,0,0,0.9059,1,0,0,0,0,13,1,26,0,0,1,0,0,,,
20,-3.417718134,104.5314063,Settlement,0,11,0,0,0,0,0.9505,1,0,0,0,0,13,1,27,0,0,1,0,0,,,
20,-3.552891324,104.3363563,Settlement,0,14,0,0,0,0,0.9778,1,0,0,0,0,13,1,28,0,0,1,0,0,,,
20,-3.553765307,104.3334445,Settlement,1,12,6,0,0,0,0.9031,1,0,0,0,0,13,1,33,0,0,1,0,0,,,
20,-3.554309318,104.3322093,Settlement,1,11,6,0,0,0,0.9546,1,0,0,0,0,13,1,30,0,0,1,0,0,,,
20,-3.524428882,104.4690234,Settlement,0,13,0,0,0,0,0.9486,1,0,0,0,0,13,1,25,0,0,1,0,0,,,
20,-3.523554898,104.4693133,Settlement,0,15,0,0,0,0,0.9275,1,0,0,0,0,13,1,24,0,0,1,0,0,,,
20,-3.522319727,104.4693846,Settlement,0,10,0,0,0,0,0.9891,1,0,0,0,0,13,1,23,0,0,1,0,0,,,
20,-3.521771257,104.4688763,Settlement,0,12,0,0,0,0,0.9878,1,0,0,0,0,13,1,24,0,0,1,0,0,,,
20,-3.695158943,104.4679666,Settlement,0,13,0,0,0,0,0.9655,1,0,0,0,0,23,1,25,0,0,2,0,0,,,
20,-3.694142268,104.4651619,Settlement,0,14,0,0,0,0,0.937,1,0,0,0,0,23,1,27,0,0,2,0,0,,,
20,-3.69457926,104.4680023,Settlement,0,13,0,0,0,0,0.9048,1,0,0,0,0,23,1,27,0,0,2,0,0,,,
20,-3.693616094,104.4674405,Settlement,0,13,0,0,0,0,0.9236,1,0,0,0,0,23,1,28,0,0,2,0,0,,,
20,-3.738091168,104.5457066,Settlement,0,13,0,0,0,0,0.9093,1,0,0,0,0,13,1,24,0,0,1,0,0,,,
20,-3.747375016,104.5387192,Settlement,0,14,0,0,0,0,0.9111,1,0,0,0,0,13,1,22,0,0,1,0,0,,,
20,-3.776158513,104.5162632,Settlement,1,14,6,0,0,0,0.9811,1,0,0,0,0,13,1,32,0,0,1,0,0,,,
20,-3.748810847,104.3872569,Settlement,0,13,0,0,0,0,0.9907,1,0,0,0,0,12,1,33,0,0,1,0,0,,,
20,-3.749118525,104.3884564,Settlement,0,16,0,0,0,0,0.9691,1,0,0,0,0,12,1,32,0,0,1,0,0,,,
20,-3.444486118,104.5914213,Settlement,0,12,0,0,0,0,0.9927,1,0,0,0,0,22,1,27,0,0,2,0,0,,,
20,-3.44492311,104.5906187,Settlement,0,12,0,0,0,0,0.9498,1,0,0,0,0,22,1,25,0,0,2,0,0,,,
20,-3.443901976,104.5932406,Settlement,0,14,0,0,0,0,0.9946,1,0,0,0,0,22,1,29,0,0,2,0,0,,,
20,-3.339081887,104.6537328,Settlement,0,12,0,0,0,0,0.921,1,0,0,0,0,23,1,13,0,0,2,0,0,,,
20,-3.337409724,104.655075,Settlement,0,16,0,0,0,0,0.9824,1,0,0,0,0,23,1,12,0,0,2,0,0,,,
20,-3.34035719,104.6509637,Settlement,0,9,0,0,0,0,0.9193,1,0,0,0,0,23,1,15,0,0,2,0,0,,,
20,-3.335224765,104.6543481,Settlement,0,15,0,0,0,0,0.9254,1,0,0,0,0,23,1,12,0,0,2,0,0,,,
9,-3.133722447,104.6156298,Oil palm monoculture,1,46,11,0,0,0,0,0,0,0,0,0,12,0,10,7,1,0,1,0,,,
9,-3.528272627,104.4276207,Oil palm monoculture,1,59,14,0,0,0,0,0,0,0,0,0,11,0,23,0,1,0,1,0,,,
9,-3.530118695,104.4303363,Oil palm monoculture,1,64,15,0,0,0,0,0,0,0,0,0,11,0,20,0,1,0,1,0,,,
9,-3.539188506,104.4022885,Oil palm monoculture,1,69,15,0,0,0,0,0,0,0,0,0,11,0,25,0,1,0,1,0,,,
9,-3.548120086,104.4013164,Oil palm monoculture,1,55,13,0,0,0,0,0,0,0,0,0,11,0,24,0,1,0,1,0,,,
9,-3.525944976,104.3711328,Oil palm monoculture,1,78,15,0,0,0,0,0,0,0,0,0,11,0,32,0,1,0,1,0,,,
9,-3.521285215,104.3757881,Oil palm monoculture,1,65,16,0,0,0,0,0,0,0,0,0,11,0,38,0,1,0,1,0,,,
9,-3.533124129,104.3705531,Oil palm monoculture,1,64,14,0,0,0,0,0,0,0,0,0,11,0,23,0,1,0,1,0,,,
9,-3.536811805,104.3920014,Oil palm monoculture,1,62,14,0,0,0,0,0,0,0,0,0,11,0,26,0,1,0,1,0,,,
9,-3.524197008,104.418591,Oil palm monoculture,1,60,11,0,0,0,0,0,0,0,0,0,11,0,21,0,1,0,1,0,,,
9,-3.528807719,104.3591467,Oil palm monoculture,1,53,15,0,0,0,0,0,0,0,0,0,11,0,36,0,1,0,1,0,,,
9,-3.533708271,104.3545851,Oil palm monoculture,1,79,15,0,0,0,0,0,0,0,0,0,11,0,23,23,1,0,1,0,,,
9,-3.530314895,104.3825838,Oil palm monoculture,1,59,14,0,0,0,0,0,0,0,0,0,11,0,34,0,1,0,1,0,,,
21,-3.106446126,104.6811607,Cleared Land,0,22,0,0,0.705622608,0,0,0,1,0,0,0,11,0,7,0,0,0,0,0,,,
21,-3.108301112,104.6770316,Cleared Land,0,21,0,0,0.509052118,1,0,0,1,0,0,0,11,0,9,0,0,0,0,0,,,
21,-3.107828448,104.7266302,Cleared Land,0,15,0,0,0,1,0.11383663,0,1,0,0,0,11,1,5,0,0,1,0,0,,,
21,-3.20275825,104.6383801,Cleared Land,0,2,0,0,0.487469178,0,0,0,1,1,0,0,11,0,14,0,0,0,0,0,,,
21,-3.20007833,104.6358919,Cleared Land,0,4,0,0,0.807438154,0,0,0,1,0,0,0,12,0,16,0,0,0,0,0,,,
21,-3.192096539,104.6281331,Cleared Land,0,3,0,0,0.27523475,0,0,0,1,2,0,0,11,0,20,0,0,0,0,0,,,
21,-3.198722763,104.6179708,Cleared Land,0,0,0,0,0.060483778,0,0,0,1,3,0,0,21,0,19,0,0,0,0,0,,,
21,-3.185109128,104.6180154,Cleared Land,0,19,0,0,0,0,0.429309282,0,1,0,0,0,12,1,20,0,0,1,0,0,,,
21,-3.186473613,104.6457332,Cleared Land,0,0,0,0,0.875225427,0,0,0,1,1,0,0,12,0,7,0,0,0,0,0,,,
21,-3.307087837,104.5909442,Cleared Land,0,5,0,0,0,0,0.346099398,0,1,0,0,0,11,1,24,0,1,1,0,0,,,
21,-3.400867191,104.6277853,Cleared Land,0,9,0,0,0,1,0,0,1,0,0,0,11,1,17,0,1,0,0,0,,,
21,-3.474228322,104.5742939,Cleared Land,0,8,0,0,0.11960193,0,0,0,1,0,0,0,11,0,34,0,0,0,0,0,,,
21,-3.512304586,104.4311032,Cleared Land,0,10,0,0,0,0,0.482680339,1,1,0,0,0,12,1,24,0,0,1,0,0,,,
20,-3.504291581,104.3973568,Settlement,0,9,0,0,0,0,0.9607,1,0,0,0,0,13,1,38,0,0,1,0,0,,,
20,-3.550376391,104.3742809,Settlement,0,18,5,0,0,0,0.9469,1,0,0,0,0,13,1,24,0,0,1,0,0,,,
21,-3.512621182,104.4426256,Cleared Land,0,7,3,0,0,0,0.407017246,0,1,0,0,0,11,1,22,0,0,1,0,0,,,
21,-3.515314479,104.4215162,Cleared Land,0,6,0,0,0.667434065,0,0.41981955,1,1,0,0,0,12,1,36,0,0,1,0,0,,,
21,-3.484056181,104.433636,Cleared Land,0,40,0,0,0.608356101,0,0,0,1,0,0,0,11,0,39,0,0,0,0,0,,,
21,-3.48901916,104.4343896,Cleared Land,0,27,5,0,0.420889982,0,0,0,1,0,0,0,11,0,48,0,0,0,0,1,,,
21,-3.433405252,104.4581923,Cleared Land,0,35,0,0,0.801618639,0,0,0,1,0,0,0,11,0,36,0,0,0,0,0,,,
21,-3.453395402,104.4691394,Cleared Land,0,42,0,0,0.033608846,0,0,0,1,0,0,0,11,0,36,0,0,0,0,0,,,
21,-3.467619934,104.4641318,Cleared Land,1,26,15,0,0,0,0,0,1,0,0,0,11,0,40,15,0,0,0,1,,,
21,-3.481139929,104.4681405,Cleared Land,1,37,12,0,0,0,0,0,1,0,0,0,11,0,46,17,0,0,0,1,,,
2,-3.467468325,104.4508437,Secondary Dryland Forest,1,48,15,0,0,0,0,0,0,0,0,0,11,0,42,0,0,0,0,0,,,
2,-3.472368877,104.4444895,Secondary Dryland Forest,1,48,14,0,0,0,0,0,0,0,0,0,11,0,48,0,0,0,0,1,,,
2,-3.477635075,104.4453991,Secondary Dryland Forest,1,43,14,0,0,0,0,0,0,0,0,0,11,0,41,0,0,0,0,0,,,
2,-3.449507066,104.4455819,Secondary Dryland Forest,1,46,12,0,0,0,0,0,0,0,0,0,11,0,34,22,0,0,0,0,,,
2,-3.479931512,104.4541702,Secondary Dryland Forest,0,45,5,0,0.842409401,0,0,0,0,0,0,0,11,0,45,0,0,0,0,1,,,
2,-3.583173079,104.3428799,Secondary Dryland Forest,1,49,15,0,0,0,0,0,0,0,0,0,11,0,38,0,0,0,0,0,,,
2,-3.430185781,104.4912119,Secondary Dryland Forest,1,47,12,0,0,0,0,0,0,0,0,0,11,0,37,12,0,0,0,1,,,
2,-3.41902911,104.5121385,Secondary Dryland Forest,1,43,15,0,0,0,0,0,0,0,0,0,11,0,33,9,0,0,0,1,,,
21,-3.425650875,104.4956443,Cleared Land,0,46,4,1,0,0,0,0,1,0,0,0,11,0,38,0,0,0,0,0,,,
21,-3.057922189,104.7539288,Cleared Land,0,14,0,0,0.491921731,1,0,0,1,0,0,0,12,0,5,0,0,0,0,0,,,
21,-3.060709127,104.7532644,Cleared Land,0,16,0,0,0,1,0.653555671,0,1,0,0,0,12,1,7,0,0,1,0,0,,,
20,-3.345494075,104.583386,Settlement,0,19,0,0,0,0,0.9011,1,0,0,0,0,22,1,18,0,0,2,0,0,,,
20,-3.345801753,104.5822668,Settlement,0,9,0,0,0,0,0.9659,1,0,0,0,0,22,1,21,0,0,2,0,0,,,
20,-3.386214585,104.5988992,Settlement,0,13,0,0,0,0,0.9068,1,0,0,0,0,23,1,19,0,0,2,0,0,,,
20,-3.307034328,104.7256848,Settlement,0,9,0,0,0,0,0.9968,1,0,0,0,0,21,1,13,0,0,1,0,0,,,
20,-3.043773461,104.748667,Settlement,0,10,0,0,0,0,0.955,1,0,0,0,0,30,1,9,0,0,2,0,0,,,
20,-3.045949502,104.7469146,Settlement,0,7,0,0,0,0,0.9114,1,0,0,0,0,30,1,6,0,0,2,0,0,,,
20,-3.044647445,104.7769734,Settlement,0,11,0,0,0,0,0.9044,1,0,2,0,0,30,1,7,0,0,2,0,0,,,
20,-3.696032927,104.5040809,Settlement,0,14,0,0,0,0,0.9131,1,0,0,0,0,13,1,27,0,0,1,0,0,,,
20,-3.695034088,104.5036573,Settlement,1,12,6,0,0,0,0.9302,1,0,0,0,0,13,1,26,0,0,1,0,0,,,
20,-3.696394114,104.5033541,Settlement,0,13,0,0,0,0,0.9809,1,0,0,0,0,13,1,28,0,0,1,0,0,,,
21,-3.575070892,104.4917738,Cleared Land,0,37,0,0,0.731783788,0,0,0,1,0,0,0,11,0,34,0,0,0,0,0,,,
6,-3.676555573,104.5214669,Secondary Swamp Forest,1,47,14,0,0,0,0,0,0,0,14,0,11,0,26,0,0,0,0,0,,,
6,-3.678312459,104.5284855,Secondary Swamp Forest,1,42,10,0,0,0,0,0,0,0,27,0,11,0,21,0,0,0,0,0,,,
6,-3.659044683,104.5532648,Secondary Swamp Forest,0,43,3,1,0,0,0,0,0,0,29,0,11,0,19,0,0,0,0,0,,,
6,-3.660074736,104.5554453,Secondary Swamp Forest,0,32,0,0,0.465043562,1,0,0,0,0,20,0,11,0,17,0,0,0,0,0,,,
6,-3.581077301,104.6184301,Secondary Swamp Forest,0,32,0,0,0.676369657,0,0,0,0,0,25,0,11,0,21,0,0,0,0,0,,,
9,-3.131412633,104.6008389,Oil palm monoculture,1,50,12,0,0,0,0,0,0,0,0,0,11,0,4,0,1,0,1,0,,,
9,-3.133428147,104.6001968,Oil palm monoculture,1,43,11,0,0,0,0,0,0,0,0,0,11,0,2,0,1,0,1,0,,,
9,-3.100444176,104.6274553,Oil palm monoculture,1,33,10,0,0,0,0,0,0,0,0,0,12,0,6,0,1,0,1,0,,,
9,-3.142431072,104.5830427,Oil palm monoculture,1,37,10,0,0,0,0,0,0,0,0,0,11,0,4,0,1,0,1,0,,,
9,-3.146622627,104.5767553,Oil palm monoculture,1,34,8,0,0,0,0,0,0,0,0,0,11,0,5,0,1,0,1,0,,,
9,-3.134489413,104.5674403,Oil palm monoculture,1,51,10,0,0,0,0,0,0,0,0,0,12,0,9,0,1,0,1,0,,,
9,-3.132308912,104.5873591,Oil palm monoculture,1,42,11,0,0,0,0,0,0,0,0,0,11,0,4,0,1,0,1,0,,,
9,-3.135978752,104.6279592,Oil palm monoculture,1,52,11,0,0,0,0,0,0,0,0,0,11,0,3,0,1,0,1,0,,,
9,-3.154122835,104.568127,Oil palm monoculture,1,44,12,0,0,0,0,0,0,0,0,0,12,0,4,0,1,0,1,0,,,
9,-3.139287405,104.5825611,Oil palm monoculture,1,37,11,0,0,0,0,0,0,0,0,0,11,0,4,0,1,0,1,0,,,
13,-3.233378897,104.6258411,Other Cropland,0,15,0,0,0.904103399,1,0,0,0,0,0,0,11,1,16,0,1,0,0,0,,,
13,-3.224919982,104.6092934,Other Cropland,0,14,0,0,0.930478582,1,0,0,0,0,0,0,11,0,16,0,0,0,0,0,,,
6,-3.672823306,104.579462,Secondary Swamp Forest,1,39,10,0,0,0,0,0,0,0,10,0,11,0,23,0,0,0,0,0,,,
6,-3.652935715,104.5823559,Secondary Swamp Forest,0,45,4,1,0,0,0,0,0,0,20,0,11,0,24,0,0,0,0,0,,,
6,-3.682392536,104.5815756,Secondary Swamp Forest,0,28,0,0,0.744885773,0,0,0,0,0,33,0,11,0,18,0,0,0,0,0,,,
9,-3.70509382,104.3912166,Oil palm monoculture,1,62,13,0,0,0,0,0,0,0,0,0,11,0,37,4,1,0,1,0,,,
9,-3.705165166,104.3849828,Oil palm monoculture,1,64,13,0,0,0,0,0,0,0,0,0,11,0,31,7,1,0,1,0,,,
