ID_epistem,name_epist,class_id,class_name,latitude,longitude,tree_presence,tree_cover,vegetation_height,shrub_presence,herb_presence,graminoid_proxy_ndvi_std,builtup_presence,building_presence,bareSoil_presence,bare_soil_temporal_length,waterbody_presence,water_horizontal_spreading,artificiality,construction_use,vegetation_artificiality,elev,timber_extraction_rotation,agricultural_activity_type,oilpalm_presence,rubber_presence,mangrove_presence,coffee_presence,other_species_presence
2,Secondary Dryland Forest,2,Logged-over forest,-3.682245386,104.4746419,1,43,13,0,0,0,0,0,0,0,0,0,0,11,0,44,0,0,0,0,,,
2,Secondary Dryland Forest,2,Logged-over forest,-3.753680185,104.474691,1,51,10,0,0,0,0,0,0,0,0,0,0,11,0,48,0,0,0,0,,,
2,Secondary Dryland Forest,2,Logged-over forest,-3.759164879,104.4739641,1,43,16,0,0,0,0,0,0,0,0,0,0,11,0,51,6,0,0,1,,,
2,Secondary Dryland Forest,2,Logged-over forest,-3.739656312,104.38414,1,49,15,0,0,0,0,0,0,0,0,0,0,11,0,42,2,0,0,1,,,
2,Secondary Dryland Forest,2,Logged-over forest,-3.736673174,104.3930181,1,39,12,0,0,0,0,0,0,0,0,0,0,11,0,39,6,0,0,1,,,
6,Secondary Swamp Forest,2,Logged-over forest,-3.550175731,104.5669899,0,38,0,0,0.044215176,0,0,0,0,0,34,0,0,11,0,13,0,0,0,0,,,
6,Secondary Swamp Forest,2,Logged-over forest,-3.550759873,104.569536,1,42,9,0,0,0,0,0,0,0,28,0,0,11,0,17,0,0,0,0,,,
6,Secondary Swamp Forest,2,Logged-over forest,-3.538024681,104.5286996,0,31,0,0,0.193787181,0,0,0,0,0,33,0,0,11,0,14,0,0,0,0,,,
6,Secondary Swamp Forest,2,Logged-over forest,-3.543259665,104.5313929,0,26,0,0,0.555330259,0,0,0,0,0,14,0,0,11,0,15,0,0,0,0,,,
6,Secondary Swamp Forest,2,Logged-over forest,-3.545881617,104.518729,0,35,0,0,0.209108167,0,0,0,0,0,30,0,0,11,0,14,0,0,0,0,,,
6,Secondary Swamp Forest,2,Logged-over forest,-3.534020408,104.5661114,0,28,0,0,0.180005933,0,0,0,0,0,21,0,0,11,0,12,0,0,0,0,,,
6,Secondary Swamp Forest,2,Logged-over forest,-3.567361107,104.5703743,1,39,7,0,0,0,0,0,0,0,14,0,0,11,0,15,0,0,0,0,,,
6,Secondary Swamp Forest,2,Logged-over forest,-3.569648625,104.5728135,1,27,7,0,0,0,0,0,0,0,30,0,0,11,0,16,0,0,0,0,,,
6,Secondary Swamp Forest,2,Logged-over forest,-3.547629584,104.5309559,0,35,5,0,0.461461538,0,0,0,0,0,16,0,0,11,0,16,0,0,0,0,,,
6,Secondary Swamp Forest,2,Logged-over forest,-3.544682119,104.5284097,0,34.5,0,0,0.005400872,0,0,0,0,0,21,0,0,11,0,13,0,0,0,0,,,
6,Secondary Swamp Forest,2,Logged-over forest,-3.544789137,104.534813,1,26,6,0,0,0,0,0,0,0,15,0,0,11,0,12,0,0,0,0,,,
6,Secondary Swamp Forest,2,Logged-over forest,-3.511274534,104.5752481,1,33,6,0,0,0,0,0,0,0,22,0,0,11,0,12,0,0,0,0,,,
6,Secondary Swamp Forest,2,Logged-over forest,-3.519639807,104.570954,0,33,0,0,0.522275348,0,0,0,0,0,37,0,0,11,0,14,0,0,0,0,,,
6,Secondary Swamp Forest,2,Logged-over forest,-3.489509661,104.5982526,0,42,0,0,0.661873252,0,0,0,0,0,16,0,0,11,0,16,0,0,0,0,,,
6,Secondary Swamp Forest,2,Logged-over forest,-3.222908928,104.6427277,1,20,6,0,0,0,0,0,0,0,14,0,0,21,0,9,15,0,0,0,,,
6,Secondary Swamp Forest,2,Logged-over forest,-3.257266301,104.6922995,1,36,9,0,0,0,0,0,0,0,16,0,0,11,0,9,6,0,0,1,,,
6,Secondary Swamp Forest,2,Logged-over forest,-3.252530736,104.6253328,1,20,8,0,0,0,0,0,0,0,33,0,0,11,0,11,12,0,0,1,,,
6,Secondary Swamp Forest,2,Logged-over forest,-3.218173362,104.6071352,1,34,9,0,0,0,0,0,0,0,29,0,0,11,0,6,0,0,0,0,,,
6,Secondary Swamp Forest,2,Logged-over forest,-3.588430359,104.6328642,0,43,5,0,0.872817459,0,0,0,0,0,28,0,0,11,0,24,0,0,0,1,,,
6,Secondary Swamp Forest,2,Logged-over forest,-3.670834547,104.543914,1,44,10,0,0,0,0,0,0,0,14,0,0,11,0,25,0,0,0,0,,,
6,Secondary Swamp Forest,2,Logged-over forest,-3.662201727,104.5554497,1,37,11,0,0,0,0,0,0,0,19,0,0,11,0,19,0,0,0,0,,,
6,Secondary Swamp Forest,2,Logged-over forest,-3.661657717,104.5527609,0,37,0,0,0.366260658,1,0,0,0,0,28,0,0,11,0,17,0,0,0,0,,,
6,Secondary Swamp Forest,2,Logged-over forest,-3.659985554,104.5406009,0,31,0,0,0.68979385,0,0,0,0,0,31,0,0,11,0,19,0,0,0,0,,,
6,Secondary Swamp Forest,2,Logged-over forest,-3.663004365,104.5502103,0,38,5,0,0.602931093,0,0,0,0,0,36,0,0,11,0,18,0,0,0,0,,,
6,Secondary Swamp Forest,2,Logged-over forest,-3.66287951,104.5535412,0,33,0,0,0.599141047,1,0,0,0,0,20,0,0,11,0,17,0,0,0,0,,,
6,Secondary Swamp Forest,2,Logged-over forest,-3.662389009,104.5557975,1,44,12,0,0,0,0,0,0,0,15,0,0,11,0,19,0,0,0,0,,,
6,Secondary Swamp Forest,2,Logged-over forest,-3.660493891,104.5439854,1,39,10,0,0,0,0,0,0,0,39,0,0,11,0,22,0,0,0,0,,,
6,Secondary Swamp Forest,2,Logged-over forest,-3.539134997,104.5494612,1,38,10,0,0,0,0,0,0,0,38,0,0,12,0,18,0,0,0,0,,,
23,Waterbody,23,Waterbody,-3.150118562,104.6529034,0,39,4,1,0,0,0,0,0,0,0,0,0,11,0,5,0,0,0,0,,,
23,Waterbody,23,Waterbody,-3.152753891,104.6499782,0,30,4,1,0,0,0,0,0,0,0,0,0,11,0,6,0,0,0,0,,,
20,Settlement,20,Settlement,-3.242595859,104.6677567,0,14,0,0,0,0,0.9152,1,0,0,0,0,0,23,1,15,0,0,0,0,,,
